---- 	   	Begin Recorded Data	   	 ---- 
time 	 | 	robot 	| 	 goal 
1 = target	 0 = base 
 
0 	 | 	fb1 	 | 	1
0 	 | 	fb2 	 | 	1
0 	 | 	fb3 	 | 	1
0 	 | 	fb3 	 | 	1
0 	 | 	fb3 	 | 	1
0 	 | 	fb4 	 | 	1
0 	 | 	fb4 	 | 	1
0 	 | 	fb5 	 | 	1
0 	 | 	fb6 	 | 	1
0 	 | 	fb7 	 | 	1
0 	 | 	fb8 	 | 	1
1104 	 | 	fb4 	 | 	0
1242 	 | 	fb6 	 | 	0
1416 	 | 	fb7 	 | 	0
1437 	 | 	fb1 	 | 	0
1691 	 | 	fb3 	 | 	0
1840 	 | 	fb5 	 | 	0
1960 	 | 	fb8 	 | 	0
3106 	 | 	fb4 	 | 	1
4835 	 | 	fb4 	 | 	0
5176 	 | 	fb6 	 | 	1
5622 	 | 	fb7 	 | 	1
6825 	 | 	fb3 	 | 	1
7017 	 | 	fb6 	 | 	0
9410 	 | 	fb1 	 | 	1
9952 	 | 	fb8 	 | 	1
10959 	 | 	fb6 	 | 	1
11281 	 | 	fb5 	 | 	1
12902 	 | 	fb7 	 | 	0
13670 	 | 	fb8 	 | 	0
14302 	 | 	fb6 	 | 	0
15270 	 | 	fb4 	 | 	1
15427 	 | 	fb2 	 | 	0
15794 	 | 	fb7 	 | 	1
16732 	 | 	fb6 	 | 	1
17059 	 | 	fb5 	 | 	0
17340 	 | 	fb1 	 | 	0
17508 	 | 	fb7 	 | 	0
17664 	 | 	fb4 	 | 	0
17937 	 | 	fb8 	 | 	1
17958 	 | 	fb2 	 | 	1
18428 	 | 	fb6 	 | 	0
19158 	 | 	fb2 	 | 	0
19784 	 | 	fb8 	 | 	0
19976 	 | 	fb3 	 | 	0
